Company,Category,City,State,Country,"OUTSIDE 
USA",Website,LinkedIn,Crunchbase,Employees,"Year 
Founded",AKA/DBA,Name Variants,Acquired By,Original Categories,Source Sheets,# Sheets,Notes,REVIEW,Description,city_clean,state_clean,description,confidence,needs_review,scrape_status
Seagate Technology,,Fremont,CA,USA,,https://www.seagate.com/in/en/,http://www.linkedin.com/company/seagate-technology,https://www.crunchbase.com/organization/seagate,16558,,,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Seagate Technology designs and manufactures mass-capacity data storage products, including hard drives, SSDs, and enterprise storage systems for personal, gaming, cloud, and data center use cases.",Fremont,CA,"Seagate Technology designs and manufactures mass-capacity data storage products, including hard drives, SSDs, and enterprise storage systems for personal, gaming, cloud, and data center use cases.",low,False,ok
Sempra,,San Diego,CA,USA,,www.sempra.com,http://www.linkedin.com/company/sempra,https://www.crunchbase.com/organization/sempra-energy,2541,,Sempra Energy,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Sempra (NYSE: SRE) is an energy infrastructure holding company that owns and operates one of the largest energy networks in America, providing electricity and natural gas to nearly 40 million consumers through subsidiaries including SoCalGas and Oncor Electric Delivery.",San Diego,CA,"Sempra (NYSE: SRE) is an energy infrastructure holding company that owns and operates one of the largest energy networks in America, providing electricity and natural gas to nearly 40 million consumers through subsidiaries including SoCalGas and Oncor Electric Delivery.",high,False,ok
Senad Technology,Electronics,Shanghai,,China,yes,http://senad.cn/,,https://www.crunchbase.com/organization/senad-technology,,2012,Synaed Technology,,,"Senad Technology is a software and hardware technology company with machine vision as the core technology. | Manufacturing, Robotics, Hardware",MASTER - Combined_Account Owner | Robotics,2,,"Multi-category signal: Robotics & Autonomy; Advanced Manufacturing; Communications, Compute & Networking",,Shanghai,,,low,True,ok
Semtech,,Camarillo,CA,USA,,https://www.semtech.com/,http://www.linkedin.com/company/semtech,https://www.crunchbase.com/organization/semtech,1692,,Semtech Corporation,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Semtech is a semiconductor company that designs and sells analog and mixed-signal chips, including LoRa wireless IoT chipsets, signal integrity solutions, circuit protection devices, power management ICs, and broadcast video products.",Camarillo,CA,"Semtech is a semiconductor company that designs and sells analog and mixed-signal chips, including LoRa wireless IoT chipsets, signal integrity solutions, circuit protection devices, power management ICs, and broadcast video products.",low,False,ok
Senior Aerospace Connecticut,Aerospace & Space,,,USA,,www.senioraeroct.com,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,,,,,,low,True,blocked_or_timeout
Senra Systems,Defense,Redondo Beach,CA,USA,,https://senrasystems.us/,https://www.linkedin.com/company/senra-systems/,https://www.crunchbase.com/organization/senra-systems,69,2023,,Senra,,"Industrial, Manufacturing, Software | Defense Hardware Mfg & SC | AI-enabled wire/cable for defense mfg",Defense Targets | MASTER | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source - SoCal Hard Tech,6,,"Multi-category signal: Advanced Manufacturing; Industrial & Factory Infrastructure; Communications, Compute & Networking; Electronics","Senra Systems manufactures aerospace wire harnesses using advanced automation and proprietary software, combining design, data, and production under one roof to deliver faster lead times and higher quality than traditional vendors.",Redondo Beach,CA,"Senra Systems manufactures aerospace wire harnesses using advanced automation and proprietary software, combining design, data, and production under one roof to deliver faster lead times and higher quality than traditional vendors.",high,False,ok
SendCutSend,Advanced Manufacturing,Reno,Nevada,USA,,https://sendcutsend.com/,https://www.linkedin.com/company/sendcutsend/,https://www.crunchbase.com/organization/sendcutsend-com,111,,"SCS, Sendcutsend , send cut send",,,Manufacturing Platforms,ALL COMPANIES MERGED ,1,,,"SendCutSend is an online custom fabrication service that provides laser cutting, CNC routing, waterjet cutting, CNC machining, and finishing services for sheet metal, plastics, composites, and other materials, delivering finished parts in as little as 24 hours.",Reno,Nevada,"SendCutSend is an online custom fabrication service that provides laser cutting, CNC routing, waterjet cutting, CNC machining, and finishing services for sheet metal, plastics, composites, and other materials, delivering finished parts in as little as 24 hours.",medium,False,ok
SensIR Technologies,Aerospace & Space,Chapel Hill,NC,USA,,www.sensir.com,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"SensIR Technologies designs and manufactures hyperspectral imaging solutions, including OEM modules for VNIR, SWIR, and MWIR applications, Raman spectral imagers, and turnkey systems for mineral analysis, serving airborne and industrial customers.",Chapel Hill,NC,"SensIR Technologies designs and manufactures hyperspectral imaging solutions, including OEM modules for VNIR, SWIR, and MWIR applications, Raman spectral imagers, and turnkey systems for mineral analysis, serving airborne and industrial customers.",high,False,ok
SenseOn,"Communications, Compute & Networking",London,,United Kingdom,yes,https://senseon.io/,https://www.linkedin.com/company/senseon-tech/,https://www.crunchbase.com/organization/senseon,,2017,,,,Information Technology,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"SenseOn provides an AI-powered security operations platform that unifies security telemetry, analysts, and AI agents into a single investigation plane, offering cross-domain threat detection, AI-assisted investigation and response under human governance, and compliance evidence management for enterprise and mid-market organizations.",London,,"SenseOn provides an AI-powered security operations platform that unifies security telemetry, analysts, and AI agents into a single investigation plane, offering cross-domain threat detection, AI-assisted investigation and response under human governance, and compliance evidence management for enterprise and mid-market organizations.",low,True,ok
Semantic AI,Aerospace & Space,San Diego,CA,USA,,https://www.semantic-ai.com/,https://www.linkedin.com/company/semantic-ai/,https://www.crunchbase.com/organization/semantic-ai,,2001,,,,Artificial Intelligence,SPACE & DEFENSE COMPANIES | Sheet1,2,,Classified by source sheet only — verify,"Semantic AI is a software company that provides an augmented intelligence platform (Cortex EIP) helping government, institutional, and commercial customers connect, analyze, and visualize complex data to uncover hidden patterns and support decision-making across use cases like cybersecurity, critical infrastructure, supply chain, and law enforcement.",San Diego,CA,"Semantic AI is a software company that provides an augmented intelligence platform (Cortex EIP) helping government, institutional, and commercial customers connect, analyze, and visualize complex data to uncover hidden patterns and support decision-making across use cases like cybersecurity, critical infrastructure, supply chain, and law enforcement.",high,False,ok
SENSYN ROBOTICS,Robotics & Autonomy,Tokyo,,Japan,yes,https://www.sensyn-robotics.com/,https://www.linkedin.com/company/sensyn-robotics/,https://www.crunchbase.com/organization/v-cube-robotics,43,2015,V-Cube Robotics,,,"Develop business solutions that combine robotics technology such as drones with advanced technology. In particular, by promoting automation and generalization. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for SENSYN ROBOTICS (see sensyn-robotics/vision_opencv-pub).",MASTER - Combined_Account Owner | Robotics,2,,,"SENSYN ROBOTICS is a Japanese company that provides AI and data-driven solutions for social infrastructure digitalization, including drone-based facility inspections, disaster response, security monitoring, and construction industry workflows, powered by their SENSYN CORE application development platform.",Tokyo,,"SENSYN ROBOTICS is a Japanese company that provides AI and data-driven solutions for social infrastructure digitalization, including drone-based facility inspections, disaster response, security monitoring, and construction industry workflows, powered by their SENSYN CORE application development platform.",low,True,ok
Sentrycs | Counter-Drone Solutions Adapting at the Speed of Threats,Defense,Tel Aviv,,Israel,yes,https://sentrycs.com/,https://www.linkedin.com/company/sentrycs/,https://www.crunchbase.com/organization/convexum,,2015,Convexum,,Berkeley Research Group,Counter-Unmanned System,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Sentrycs develops counter-drone (C-UAS) technology that detects, tracks, identifies, and neutralizes unauthorized drones using Protocol Manipulation (Cyber RF) techniques. Their solutions serve defense, law enforcement, and critical infrastructure customers including prisons, airports, and border security agencies.",Tel Aviv,,"Sentrycs develops counter-drone (C-UAS) technology that detects, tracks, identifies, and neutralizes unauthorized drones using Protocol Manipulation (Cyber RF) techniques. Their solutions serve defense, law enforcement, and critical infrastructure customers including prisons, airports, and border security agencies.",low,True,ok
Sentry AI,Aerospace & Space,Sunnyvale,CA,USA,,https://www.smartsentry.ai/,https://www.linkedin.com/company/sentryai/,https://www.crunchbase.com/organization/sentry-3,,2017,"Smart Home Sentry Inc, Smart Sentry, Sentry, Sentry AI",,,Security and Investigations,SPACE & DEFENSE COMPANIES | Sheet1,2,,Classified by source sheet only — verify,"Sentry AI provides AI-powered physical security solutions, including autonomous threat detection, remote monitoring, and real-time crime deterrence for enterprises, commercial properties, and multi-family sites. Their products include an agentic AI platform that integrates with existing camera and access control systems, as well as solar-powered mobile guards and mail theft prevention devices.",Sunnyvale,CA,"Sentry AI provides AI-powered physical security solutions, including autonomous threat detection, remote monitoring, and real-time crime deterrence for enterprises, commercial properties, and multi-family sites. Their products include an agentic AI platform that integrates with existing camera and access control systems, as well as solar-powered mobile guards and mail theft prevention devices.",high,False,ok
Septentrio,Industrial & Factory Infrastructure,Leuven,,Belgium,yes,http://www.septentrio.com/,https://www.linkedin.com/company/septentrio/,https://www.crunchbase.com/organization/septentrio,168,2000,,,,"Design and manufacture high-precision OEM GNSS receivers and surveying/GIS equipment. Used by prominent dredging, UAV and agricultural companies. ROS 1 & 2 driver for Septentrio GNSS & INS receivers (see septentrio_gnss_driver).",MASTER - Combined_Account Owner | Robotics,2,,,,Leuven,,,low,True,blocked_or_timeout
Seoul Robotics,Robotics & Autonomy,Seoul,,South Korea,yes,http://seoulrobotics.org/,https://www.linkedin.com/company/seoul-robotics/,https://www.crunchbase.com/organization/seoul-robotics,69,2017,,,,Build deep learning based Lidar145 perception module for self-driving cars and robots. ROS drivers for Seoul Robotics(see seoulrobotics).,MASTER - Combined_Account Owner | Robotics,2,,,"Seoul Robotics develops robotics and 3D perception software solutions, enabling autonomous systems to detect and track objects in their environment.",Seoul,,"Seoul Robotics develops robotics and 3D perception software solutions, enabling autonomous systems to detect and track objects in their environment.",low,True,ok
SEQSENSE,Robotics & Autonomy,東京都中央区,Tokyo,Japan,yes,https://www.seqsense.com/,https://www.linkedin.com/company/seqsense-inc/,https://www.crunchbase.com/organization/seqsense,19,2016,,,,"Autonomous mobile robot and solution provider in Japan. Applying an original laser sensor technology, manufacturing and business development of new service robots. Sponsor of the ROScon JP 2021. ROSCon is a developers conference 146. Using ROS 1 internally in their systems. Thinking of moving to ROS 2.",MASTER - Combined_Account Owner | Robotics,2,,Multi-category signal: Advanced Manufacturing; Electronics,"SEQSENSE develops and sells autonomous mobile security robots, including their flagship product SQ-2, which uses advanced autonomous navigation and real-time communication systems to assist the security industry.",東京都中央区,Tokyo,"SEQSENSE develops and sells autonomous mobile security robots, including their flagship product SQ-2, which uses advanced autonomous navigation and real-time communication systems to assist the security industry.",high,False,ok
Septerna,,South San Francisco,CA,USA,,https://www.septerna.com/,https://www.linkedin.com/company/septernainc/,https://www.crunchbase.com/organization/septerna,132,,Vertex Pharmaceuticals,,Vertex Pharmaceuticals,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Septerna is a biotechnology company focused on G protein-coupled receptor (GPCR) drug discovery, using its proprietary Native Complex Platform to develop oral small molecule therapeutics targeting endocrinology, immunology, inflammation, and metabolic diseases.",South San Francisco,CA,"Septerna is a biotechnology company focused on G protein-coupled receptor (GPCR) drug discovery, using its proprietary Native Complex Platform to develop oral small molecule therapeutics targeting endocrinology, immunology, inflammation, and metabolic diseases.",high,False,ok
Seraphim Space,Aerospace & Space,London,,United Kingdom,yes,https://seraphim.vc/,https://www.linkedin.com/company/seraphim-space/,https://www.crunchbase.com/organization/seraphim-capital,,2006,,,,"Aerospace | Finance, Financial Services, Venture Capital",SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Seraphim Space is a global SpaceTech investment firm that provides venture capital funding, a listed growth-stage fund, and an accelerator program to support space and deep-tech startups from inception to IPO.",London,,"Seraphim Space is a global SpaceTech investment firm that provides venture capital funding, a listed growth-stage fund, and an accelerator program to support space and deep-tech startups from inception to IPO.",high,True,ok
Servo AI,Robotics & Autonomy,London,,United Kingdom,yes,https://www.iamservo.com/,https://www.linkedin.com/company/servo-ai/,https://www.crunchbase.com/organization/servo-ai,9,2020,,,,Servo offers an AI-powered platform that optimizes front-of-house workflow to maximize performance and drive profit | Robotics,MASTER - Combined_Account Owner | Robotics,2,,,"Servo AI analyzes existing CCTV footage and sales data for restaurant and hospitality operators to identify hidden pain points in the customer service journey, then provides bespoke action plans to improve service consistency and profitability across their locations.",London,,"Servo AI analyzes existing CCTV footage and sales data for restaurant and hospitality operators to identify hidden pain points in the customer service journey, then provides bespoke action plans to improve service consistency and profitability across their locations.",low,True,ok
Sentradel,Defense,San Francisco,CA,USA,,https://www.sentradel.com/,https://www.linkedin.com/company/sentradel,https://www.crunchbase.com/organization/sentradel,3,2025,,,,DEFENSE | Counter Drone | Machine Gun,DEFENSE COMPANIES,1,,,"Sentradel develops autonomous counter-drone systems that detect, track, and kinetically neutralize small Group 1 drones using thermal and visual sensing, designed as a cost-comparable alternative to expensive missile-based solutions.",San Francisco,CA,"Sentradel develops autonomous counter-drone systems that detect, track, and kinetically neutralize small Group 1 drones using thermal and visual sensing, designed as a cost-comparable alternative to expensive missile-based solutions.",low,False,ok
SES,Aerospace & Space,Betzdorf,,Luxembourg,yes,,,,3845,,,,,Comms satellite operator,MOrgan Stanley Space 60 LIST ,1,,,,Betzdorf,,,low,True,no_url
Servotronics,Aerospace & Space,Elma,NY,USA,,www.servotronics.com,http://www.linkedin.com/company/servotronics-inc.,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"Servotronics designs and manufactures single and two-stage servo valves for aerospace, defense, and industrial markets, serving applications such as environmental control systems, fuel metering, and auxiliary power units on commercial aircraft, helicopters, and business jets.",Elma,NY,"Servotronics designs and manufactures single and two-stage servo valves for aerospace, defense, and industrial markets, serving applications such as environmental control systems, fuel metering, and auxiliary power units on commercial aircraft, helicopters, and business jets.",high,False,ok
Serco,"Communications, Compute & Networking",Hook,,United Kingdom,yes,https://www.serco.com/,https://www.linkedin.com/company/serco/,https://www.crunchbase.com/organization/serco,,1988,,,,"Automotive, Consulting, Enterprise Software, Government, Information Technology, Outsourcing, Transportation",SPACE & DEFENSE COMPANIES,1,,Multi-category signal: Transportation & Mobility,"Serco Group plc is a global public services company that delivers services to governments across sectors including defence, justice and immigration, transport, health, and citizen services, with capabilities spanning programme management, systems integration, engineering, and facilities management.",Hook,,"Serco Group plc is a global public services company that delivers services to governments across sectors including defence, justice and immigration, transport, health, and citizen services, with capabilities spanning programme management, systems integration, engineering, and facilities management.",low,True,ok
Sesame Solar,Energy & Climate,Jackson,MI,USA,,https://www.sesame.solar/,https://www.linkedin.com/company/sesame-solar/,https://www.crunchbase.com/organization/sesame-solar,,2017,,,,Renewable Energy Power Generation,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Sesame Solar manufactures mobile off-grid power systems called Nanogrids that combine solar, hydrogen, and battery storage for defense, emergency response, and commercial operations. Their rapidly deployable units are made in the USA and designed to provide energy independence without fuel supply chains.",Jackson,MI,"Sesame Solar manufactures mobile off-grid power systems called Nanogrids that combine solar, hydrogen, and battery storage for defense, emergency response, and commercial operations. Their rapidly deployable units are made in the USA and designed to provide energy independence without fuel supply chains.",low,False,ok
SETA Corporation,Aerospace & Space,,,USA,,setacorporation.com,http://www.linkedin.com/company/seta-corporation,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"Seta Corporation operates a jewelry business, now conducting sales under the Palm Beach Jewelry brand at a new website.",,,"Seta Corporation operates a jewelry business, now conducting sales under the Palm Beach Jewelry brand at a new website.",low,True,ok
SESTO Robotics,Robotics & Autonomy,Singapore,,Singapore,yes,https://www.sestorobotics.com/,https://www.linkedin.com/company/sesto-robotics/,https://www.crunchbase.com/organization/sesto-robotics,20,2017,,,,Develop autonomous mobile robots (AMRs) for industrial automation and logistics. Hiring ROS engineers (Automation & Controls Engineer).,MASTER - Combined_Account Owner | Robotics,2,,Multi-category signal: Industrial & Factory Infrastructure,"SESTO Robotics designs and manufactures Autonomous Mobile Robots (AMRs) and fleet management software for material transport and delivery across industries including manufacturing, healthcare, warehousing, semiconductor, and aerospace.",Singapore,,"SESTO Robotics designs and manufactures Autonomous Mobile Robots (AMRs) and fleet management software for material transport and delivery across industries including manufacturing, healthcare, warehousing, semiconductor, and aerospace.",low,True,ok
Setna iO,Aerospace & Space,Lincolnshire,IL,USA,,www.setna.aero,http://www.linkedin.com/company/setnaio,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"Setna iO is a global aviation parts distribution and MRO company that provides new, serviceable, and overhauled aircraft components, repair and overhaul services, and aircraft leasing to commercial, regional, and business aviation customers.",Lincolnshire,IL,"Setna iO is a global aviation parts distribution and MRO company that provides new, serviceable, and overhauled aircraft components, repair and overhaul services, and aircraft leasing to commercial, regional, and business aviation customers.",high,False,ok
"Seven Eight Technologies, Inc.",Aerospace & Space,Martinez,GA,USA,,https://seveneighttech.com/,,,,2021,,,,,SPACE & DEFENSE COMPANIES | Sheet1,2,,Classified by source sheet only — verify,"Seven Eight Technologies develops SaaS-based incident reporting and documentation software for law enforcement officers and civilians involved in use-of-force situations, helping them capture, preserve, and present critical details to support legal defense against criminal or civil litigation.",Martinez,GA,"Seven Eight Technologies develops SaaS-based incident reporting and documentation software for law enforcement officers and civilians involved in use-of-force situations, helping them capture, preserve, and present critical details to support legal defense against criminal or civil litigation.",high,False,ok
Sevensense Robotics,Robotics & Autonomy,Zurich,,Switzerland,yes,https://www.sevensense.ai/,https://www.linkedin.com/company/sevensense-robotics/,https://www.crunchbase.com/organization/sevensense-robotics,35,2018,,,,"Accelerate robotics industry by enabling robots to safely and autonomously navigate. Alphasense Position147 is a multi-camera, industrial grade, Visual-SLAM-in-a-box solution for mobile robots. Source code of the ACP-ROS bridge for Alphasense Position (see alphasense_acp_bridge).",MASTER - Combined_Account Owner | Robotics,2,,,"Sevensense Robotics develops Visual AI and Visual SLAM technology for autonomous and manually operated vehicles, providing products like Alphasense Position and Alphasense Tracker to enable navigation, real-time locating, and spatial awareness for industrial robots, AGVs, AMRs, and forklifts.",Zurich,,"Sevensense Robotics develops Visual AI and Visual SLAM technology for autonomous and manually operated vehicles, providing products like Alphasense Position and Alphasense Tracker to enable navigation, real-time locating, and spatial awareness for industrial robots, AGVs, AMRs, and forklifts.",low,True,ok
Shanghai Spacecom Satellite Company,Aerospace & Space,,,China,yes,,,,,2018,,,,Space,SPACE & DEFENSE COMPANIES | Sheet1,2,,,,,,,low,True,no_url
Shadow Robot,Robotics & Autonomy,London,,United Kingdom,yes,https://shadowrobot.com/,https://www.linkedin.com/company/shadowrobot/,https://www.crunchbase.com/organization/shadow-robot,35,1987,,,,Desing and manufacture anthropomorphic robot hands148. Shadow Robot’s humanoid hands are ROS programmable off the shelf. Drivers and controllers for Shadow Robot's EtherCAT Hand (see shadow-robot).,MASTER - Combined_Account Owner | Robotics,2,,,"Shadow Robot designs and manufactures advanced dexterous robot hands and teleoperation systems, serving researchers, academic institutions, and industries such as AI, pharmaceuticals, and hazardous environment operations.",London,,"Shadow Robot designs and manufactures advanced dexterous robot hands and teleoperation systems, serving researchers, academic institutions, and industries such as AI, pharmaceuticals, and hazardous environment operations.",medium,True,ok
Shapeways,Advanced Manufacturing,New York,NY,USA,,http://www.shapeways.com/,https://www.linkedin.com/company/shapeways/,https://www.crunchbase.com/organization/shapeways,95,,,,,Manufacturing Platforms,ALL COMPANIES MERGED ,1,,,"Shapeways is a digital manufacturing company that provides on-demand 3D printing and additive manufacturing services, offering production parts, rapid prototyping, and custom manufacturing across a wide range of materials including plastics and metals for industries such as medical, aerospace, and jewelry.",New York,NY,"Shapeways is a digital manufacturing company that provides on-demand 3D printing and additive manufacturing services, offering production parts, rapid prototyping, and custom manufacturing across a wide range of materials including plastics and metals for industries such as medical, aerospace, and jewelry.",low,False,ok
Shaw Aero Devices,Aerospace & Space,,,USA,,www.shawaero.com,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
SES Satellites,"Communications, Compute & Networking",Betzdorf,,Luxembourg,yes,https://www.ses.com/,https://www.linkedin.com/company/ses/,https://www.crunchbase.com/organization/ses,4346,1985,"SES Global, SES S,A,",,,"Satellite Communications / Constellations | Communications Infrastructure, Hardware, Satellite Communication, Telecommunications, Wired Telecommunications",ALL COMPANIES MERGED  | SPACE & DEFENSE COMPANIES | Sheet1,3,,Multi-category signal: Aerospace & Space; Electronics,"SES is a satellite operator and space solutions company that provides multi-orbit (GEO, MEO, and LEO) satellite connectivity and broadcast services to governments, airlines, cruise lines, broadcasters, mobile operators, and enterprise customers worldwide.",Betzdorf,,"SES is a satellite operator and space solutions company that provides multi-orbit (GEO, MEO, and LEO) satellite connectivity and broadcast services to governments, airlines, cruise lines, broadcasters, mobile operators, and enterprise customers worldwide.",low,True,ok
Shapes Precision Manufacturing,Advanced Manufacturing,Palm Bay,FL,USA,,www.shapesmfg.com,http://www.linkedin.com/company/shapes-precision-manufacturing,,,,,,,,Aerospace & Defense ($10M+ reve,1,,,"Shapes Precision Manufacturing specializes in precision machining, welding, and fabrication of complex component parts, assemblies, and tooling for the aerospace, space, marine, and medical industries. The company operates a 65,000 sq. ft. facility and holds ISO 9001, AS9100, and NADCAP certifications.",Palm Bay,FL,"Shapes Precision Manufacturing specializes in precision machining, welding, and fabrication of complex component parts, assemblies, and tooling for the aerospace, space, marine, and medical industries. The company operates a 65,000 sq. ft. facility and holds ISO 9001, AS9100, and NADCAP certifications.",high,False,ok
Shield AI,Defense,San Diego,CA,USA,,https://www.shield.ai/,https://www.linkedin.com/company/shield-ai/,https://www.crunchbase.com/organization/shield-ai,997,2015,Shield,,,"AI-powered aircraft, drone swarm autonomy | Aerospace - Aviation | Aerospace / Defense | Aircraft (Military Drones), Defense | Artifi | Artificial Intelligence (AI),Autonomous Vehicles,Drones,Machine Learning,National Security | Autonomous Systems | Autonomy | DEFENSE | Defense | Defense (New) | Defense Autonomy | Defense Drones / Autonomy | Develops AI pilots for military aircraft and autonomous drone swarm systems. | Drones & Autonomy | Full Stack | Modern Defense Companies | New Defense & Pri",ALL COMPANIES MERGED | Aerospace & Defense ($10M+ reve | DEFENSE COMPANIES | Defense Targets | MASTER | MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics | SPACE & DEFENSE COMPANIES | Sheet1 | Source - SoCal Hard Tech,11,,Multi-category signal: Robotics & Autonomy; Aerospace & Space,"Shield AI develops AI-powered autonomy software and systems for defense applications, including the Hivemind platform for mission autonomy, autonomous aircraft (such as the V-BAT drone and X-BAT VTOL fighter jet), and AI-based surveillance and object detection tools to protect military personnel and civilians.",San Diego,CA,"Shield AI develops AI-powered autonomy software and systems for defense applications, including the Hivemind platform for mission autonomy, autonomous aircraft (such as the V-BAT drone and X-BAT VTOL fighter jet), and AI-based surveillance and object detection tools to protect military personnel and civilians.",low,False,ok
Shimmick,,Irvine,CA,USA,,https://www.shimmick.com/,https://www.linkedin.com/company/shimmick-corporation/,https://www.crunchbase.com/organization/shimmick-construction,785,,AECOM,,AECOM,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Shimmick is a heavy civil construction company specializing in infrastructure projects across water resources, climate resilience, energy transition, and high-tech construction, with over 100 years of experience delivering complex projects primarily in the western United States.",Irvine,CA,"Shimmick is a heavy civil construction company specializing in infrastructure projects across water resources, climate resilience, energy transition, and high-tech construction, with over 100 years of experience delivering complex projects primarily in the western United States.",high,False,ok
SHINE Technologies,Energy & Climate,Janesville,WI,USA,,https://www.shinefusion.com/ | https://www.SHINEfusion.com/,https://www.linkedin.com/company/shinefusion/,https://www.crunchbase.com/organization/shine-medical-technologies,308,,,,"Illuminated Holdings, Inc","Thermal, Fluids, Turbomachinery & Energy | Grid / Long Duration Energy Storage | Nuclear | Fusion / Fission Hybrid | Builds commercial fusion-based neutron sources for medical isotope production.",ALL COMPANIES MERGED ,1,,,,Janesville,WI,,low,True,blocked_or_timeout
Shift5,Defense,Arlington,VA,USA,,http://shift5.io,https://www.linkedin.com/company/shift5/,https://www.crunchbase.com/organization/shift5,132,2019,,,,"Defense (New) | Defense Tech & Services | Defense Robotics / Automation | Provides cybersecurity and observability for operational technology on aircraft, trains, and vehicles. | DEFENSE | Software | Cybersecurity | Cyber Security, Hardware, Software, Transportation",ALL COMPANIES MERGED  | Aerospace & Defense ($10M+ reve | DEFENSE COMPANIES | SPACE & DEFENSE COMPANIES | Sheet1,5,,"Multi-category signal: Communications, Compute & Networking; Robotics & Autonomy","Shift5 provides an operational intelligence platform for defense and transportation systems, analyzing onboard serial bus and RF data to deliver cybersecurity threat detection, predictive maintenance, and fleet compliance insights for military vehicles, aircraft, and commercial fleets.",Arlington,VA,"Shift5 provides an operational intelligence platform for defense and transportation systems, analyzing onboard serial bus and RF data to deliver cybersecurity threat detection, predictive maintenance, and fleet compliance insights for military vehicles, aircraft, and commercial fleets.",low,False,ok
SHIPINSPACE,Aerospace & Space,,,USA,,,http://www.linkedin.com/company/shipinspace-ltd,,,,,,,,LAUNCH COMPANIES,1,,,,,,,low,True,no_url
Shinkei Systems,Robotics & Autonomy,El Segundo,CA,USA,,https://www.shinkei.systems/,https://www.linkedin.com/company/shinkeisystems/,https://www.crunchbase.com/organization/shinkei-systems,30,2021,,Shinkei,,"Food and Beverage, Food Processing, Intelligent Systems, Seafood, Supply Chain Management | Build robotics that minimize fish waste and multiply shelf-life. Hiring engineers with experience in ROS (Lead Hardware & Controls Engineer).",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics | SPACE & DEFENSE COMPANIES | Sheet1 | Source - SoCal Hard Tech,6,,Multi-category signal: Electronics,"Shinkei Systems develops robotics and computer vision technology to automate the artisanal Japanese fish-harvesting technique called ike jime at industrial scale, deploying their Poseidon robots on commercial fishing vessels to improve fish quality, extend shelf life, and create transparent American seafood supply chains.",El Segundo,CA,"Shinkei Systems develops robotics and computer vision technology to automate the artisanal Japanese fish-harvesting technique called ike jime at industrial scale, deploying their Poseidon robots on commercial fishing vessels to improve fish quality, extend shelf life, and create transparent American seafood supply chains.",high,False,ok
Shotgun Accessories,Aerospace & Space,Los Angeles,CA,USA,,https://shotgunaccessories.com/,,https://www.crunchbase.com/organization/shotgun-accessories,,2024,,,,,SPACE & DEFENSE COMPANIES | Sheet1,2,,Classified by source sheet only — verify,,Los Angeles,CA,,low,True,blocked_or_timeout
Shotling,Defense,Copenhagen,,Denmark,yes,https://www.c-fpv.com/,,https://www.crunchbase.com/organization/shotling,,2025,,,,DEFENSE | Counter Drone | Other,DEFENSE COMPANIES,1,,,"Shotling develops the Shotling Gun, an electrically driven rotary-style gun system designed to counter FPV drones and loitering munitions using a high-capacity onboard magazine for point defense of mobile and fixed assets.",Copenhagen,,"Shotling develops the Shotling Gun, an electrically driven rotary-style gun system designed to counter FPV drones and loitering munitions using a high-capacity onboard magazine for point defense of mobile and fixed assets.",low,True,ok
Shippeo,Transportation & Mobility,Paris,,France,yes,https://www.shippeo.com/,https://www.linkedin.com/company/shippeo/,https://www.crunchbase.com/organization/shippeo,250,,,,,"Logistics | B2B, Freight ServiceL, SaaS, Shipping, Supply Chain Management",MASTER - Combined_Account Owner | Source -MARKET MAP COMPANIES,2,,"Multi-category signal: Communications, Compute & Networking","Shippeo provides a real-time transportation visibility platform that tracks multimodal shipments (road, rail, ocean, air) and delivers AI-powered predictive ETAs, alerts, and exception management to help shippers and carriers optimize supply chain operations.",Paris,,"Shippeo provides a real-time transportation visibility platform that tracks multimodal shipments (road, rail, ocean, air) and delivers AI-powered predictive ETAs, alerts, and exception management to help shippers and carriers optimize supply chain operations.",low,True,ok
